MAHALLE_KOY_NO,MAHALLE_KOY_ADI
46783,YAYLACILI
46784,YEN›CE
46785,YUKARI AKPINAR
46786,YUKARIARIM
46787,ZA›MK÷Y
46788,AK«AB‹K
46789,ALAG÷Z
46790,AYAZ
46791,«ATAKGER›ﬁ
46792,«ATAKG‹NEY
46793,«ATAK÷RENC›K
46794,D›REKL›
46795,D‹ZK÷Y
46796,D‹ZLER
46797,GAZ›LER
46798,GENCEK
46799,G÷K«EALAN
46800,G‹NDO–DU
46801,HACIK÷Y
46802,HAMAMLI
46803,IﬁIKLI
46804,KARABEY
46805,KAYABAﬁI
46806,KEﬁ
46807,KUﬁ«ULAR
46808,KUZK÷Y
46809,OYMAYAKA
46810,SARMAﬁIK
46811,SATIK÷Y
46812,SAZKIﬁLA
46813,TA«AHMET
46814,TAﬁG‹NEY
46815,TURHAN
46816,YAPRAKLI
46817,YAZICI
46818,YEﬁ›LOBA
46819,YUSUFLU
46820,ABDURRAHMAN
46821,AﬁA–IYEN›K÷Y
46822,AVﬁAR
46823,BAL«IK
46824,BALLIDERE
46825,«›«EKL›
46826,DEREC›K
46827,DO–ANTEPE
46828,D‹NDAR
46829,EKENEK
46830,EL›B‹Y‹K
46831,ESK›BA–
46832,GEY›KPINAR
46833,G÷LL‹CE
46834,KAVAKK÷Y
46835,KAYI
46836,KILI«
46837,ONARI
46838,ORTAK÷Y
46839,SAPANLI
46840,SEV›ND›K
46841,SIYRINDI
46842,ﬁENBA–LAR
46843,U–RUNCA
46844,‹ZENG›
46845,YA–LI«AYIR
46846,YUKARISARICA
46847,YUSUFﬁEYH
46848,Y‹NL‹CE
46849,BAﬁYAYLA
46850,BAYINDIR
46851,DO–UPINAR
46852,G‹M‹ﬁD›–›N
46853,HARMANDALI
46854,KIZILH‹Y‹K
46855,MUTUBEY
46856,PAﬁAK÷Y
46857,TAHTYURT
46858,TAﬁLIH‹Y‹K
46859,ADATEPE
46860,A–A«LIG÷L
46861,AKBABA
46862,AKMEﬁE
46863,AKPEL›T
46864,ARIKBAﬁI
46865,ATMALIO–LU
46866,AVﬁARCIK
46867,BAH«EL›
46868,BAHT›YAR
46869,BALOVA
46870,BAﬁ÷REN
46871,BAYIRLI
46872,BAYIR‹ST‹
46873,BELD›B›
46874,BEYK÷Y
46875,«AKIRA–A
46876,«AKIRTARLA
46877,«AKMAKD‹Z‹
46878,«AMLIK
46879,«AMURLU
46880,«AY÷REN
46881,«AY÷Z‹
46882,«›–DEML›
46883,«›TME
46884,«OBANDURA–I
46885,«UKUR÷Z
46886,DER›ML›
46887,D›KME«AY
46888,D›KTAﬁ
46889,D›ﬁBUDAK
46890,DUMLUCA
46891,DURUK÷Y
46892,E–R›SU
46893,EK›NBAﬁI
46894,ER›KL›
46895,ESK›BEYL›
46896,GED›KBAﬁI
46897,GEZEY
46898,G÷K«EBEL
46899,G÷K«EHARMAN
46900,G÷L÷REN
46901,G÷ND‹REN
46902,G÷ZEC›K
46903,G÷ZEC›K
46904,G‹LL‹CE
46905,G‹NBAH«E
46906,G‹NEﬁ
46907,G‹NEYEVLER
46908,G‹RES›N
46909,G‹RPINAR
46910,G‹VENKAYA
46911,HANDERE
46912,H÷BEK
46913,›K›ZBAﬁAK
46914,›M›RHAN
46915,›NANLI
46916,›NC›RL›PINAR
46917,KALED›B›
46918,KARAA–A«LI
46919,KARAKALE
46920,KARAKUZULU
46921,KARAMAN
46922,KARASAR
46923,KARﬁIKONAK
46924,KAVAKLISU
46925,KAYABURUN
46926,KE«›KAYA
46927,KEKL›KTEPE
46928,KESME
46929,KIRKG÷Z
46930,KIZILCA÷REN
46931,KULUNCAK
46932,MADENL›
46933,MALTEPE
46934,MURSAL
46935,O–ULBEY
46936,OLUKMAN
46937,ORTAK÷Y
46938,OVACIK
46939,OYUKTEPE
46940,÷DEK
46941,÷L«EKL›
46942,÷ZBA–I
46943,SEL›MO–LU
46944,SIR«ALI
46945,S›NCAN
46946,SO–UCAK
46947,SUSUZLAR
46948,SUSUZ÷REN
46949,ﬁAH›NK÷Y
46950,TEPEHAN
46951,ULU«AYIR
46952,UZUNBA–
46953,UZUNKAYA
46954,‹«PINAR
46955,‹R‹K
46956,YA–BASAN
46957,YALNIZS÷–‹T
46958,YAZI
46959,YERL›«AY
46960,YEﬁ›LYAYLA
46961,YEﬁ›LYOL
46962,YUSUFﬁEYH
46963,YUVA
46964,ALANK÷Y
46965,ALAZLI
46966,ARSLANTAﬁ
46967,AVCI«AYI
46968,BAﬁEK›N
46969,BEﬁA–A«
46970,BOYALI
46971,«ALICI
46972,«ATPINAR
46973,DARIKOL
46974,EK›NC›LER
46975,ESK›K÷Y
46976,G÷«‹K÷Y
46977,›«DERE
46978,KARKIN
46979,KIP«AK
46980,KOZA–A«
46981,KOZLU
46982,OK«ULU
46983,ORTAK÷Y
46984,SARISUVAT
46985,S÷B‹LER
46986,TAVZA
46987,‹T‹K
46988,YAVﬁANCIK
46989,YEﬁ›L«UKUR
46990,AK«AﬁAR
46991,BAﬁTEPE
46992,BULHASAN
46993,BURHANK÷Y
46994,CESURLAR
46995,«ATK÷Y
46996,«›«EKO–LU
46997,DEND›L
46998,DURGUNSU
46999,E–ERC›
47000,EK›ZCE
47001,ESK›«UBUK
47002,ESK›YURT
47003,Eﬁ›KL›
47004,HACIYUSUF
47005,›NKIﬁLA
47006,KARAA–IL
47007,KARAERKEK
47008,KARAG÷L
47009,KARTALKAYA
47010,KEKL›CEK
47011,KOCAO–LU
47012,K÷SEL›
47013,K‹«‹KTUZH›SAR
47014,K‹ME÷REN
47015,OSMANUﬁA–I
47016,÷RENYURT
47017,÷Z›«›
47018,SEYD›NAL›
47019,TALAZO–LU
47020,TATLIPINAR
47021,TEKMEN
47022,YEN›K÷Y
47023,YEﬁ›L÷Z
47024,AK«ATAﬁ
47025,ARSLANCA
47026,AﬁA–ITEPEC›K
47027,AYDO–DU
47028,BO–AZK÷Y
47029,BOZAT
47030,CANK÷Y
47031,«AKIRﬁEYH
47032,«ATAKLI
47033,«EVREC›K
47034,«OBANLI
47035,«UKURYURT
47036,DEM›RKONAK
47037,D›KK÷Y
47038,G÷ZL‹CE
47039,G÷Z‹K‹«‹K
47040,G‹NALAN
47041,G‹Z÷REN
47042,›LYASK÷Y
47043,KARACA
47044,KARAYAKUP
47045,OK«A÷REN
47046,SARIYUSUF
47047,SO–UKSU
47048,SUBAﬁI
47049,ULU«UKUR
47050,YAYLA«AYI
47051,YUKARITEPEC›K
47052,YUVACIK
47053,AKDERE
47054,AKPINAR
47055,AYVALI
47056,BA–LI«AY
47057,BAH«E›«›
47058,BAﬁ÷REN
47059,BEYPINARI
47060,BOZH‹Y‹K
47061,B÷–R‹DEL›K
47062,CAM›L›YURT
47063,«AMLICA
47064,«›«EKYURT
47065,DAVULH‹Y‹K
47066,DAYAKPINAR
47067,DEVE«AYIRI
47068,D‹RMEPINAR
47069,ERDO–AN
47070,ESK›BEKTAﬁLI
47071,ESK›HAMAL
47072,G÷BEK÷REN
47073,G÷K«EYAZI
47074,G‹LDEDE
47075,G‹LL‹BUCAK
47076,G‹NEﬁ
47077,H‹Y‹KL‹YURT
47078,›NCESU
47079,KALEDERE
47080,KARADORUK
47081,KARAH›SAR
47082,KARAKUYU
47083,KARA÷REN
47084,KARAPINAR
47085,KAﬁK÷Y
47086,KAVAKK÷Y
47087,KAYALAR
47088,KAYNARCA
47089,KILI«DO–AN
47090,KINDIRALIK
47091,KIZILBURUN
47092,KIZIL÷REN
47093,KIZILPINAR
47094,KONAKPINAR
47095,KOYUNLU
47096,K‹LAHLI
47097,K‹RK«‹
47098,MA–ARA
47099,MAHKENL›
47100,OSMANDEDE
47101,REﬁAD›YE
47102,SARICA
47103,SULARBAﬁI
47104,TEPEC›K
47105,YAYLACIK
47106,YAZYURDU
47107,YELKEN
47108,YEN›BEKTAﬁLI
47109,YEﬁ›LDERE
47110,YILANH‹Y‹K
47111,YOLGE«EN
47112,YUVA
47113,ACIPINAR
47114,ADAMLI
47115,AKKAYA
47116,AKTAﬁ
47117,ALANYURT
47118,AL«I÷REN
47119,AL›BEYL›
47120,AYLIO–LU
47121,BAH«EC›K
47122,BAKIMLI
47123,BAYIRALTI
47124,BAYRAMTEPE
47125,BENL›KAYA
47126,BES›NL›
47127,BEYD›L›
47128,BEYKONA–I
47129,CELALL›
47130,«AKMAK
47131,«ALTILI
47132,«INARLI
47133,«›MENYEN›CE
47134,«÷MLEKL›
47135,DE–›RMENBO–AZI
47136,DE–›RMENSEK›
47137,DEM›RC›K÷Y
47138,DER›NCE
47139,DIﬁKAPI
47140,DURULMUﬁ
47141,D‹–ER
47142,D‹NDAR
47143,D‹ZYAYLA
47144,EK›NG÷L‹
47145,EMRE
47146,ESENL›
47147,ESENTEPE
47148,EVC›
47149,EYM›R
47150,GED›K«AYIRI
47151,G÷LC‹K
47152,G÷YD‹N
47153,G‹NYAMA«
47154,›NANDIK
47155,›NK÷Y
47156,KABALI
47157,KAMIﬁK÷Y
47158,KARAYAPRAK
47159,KARLI
47160,KAYTARMIﬁ
47161,KIZILCA÷REN
47162,KIZIL÷REN
47163,KOﬁUTDERE
47164,KURUG÷L
47165,K‹PEC›K
47166,MADENK÷Y
47167,MANSURLU
47168,OLUKBAﬁI
47169,OTMANALAN
47170,OYMADERE
47171,÷ZEN
47172,P›RH‹SEY›N
47173,PUSAT
47174,SOFULAR
47175,S‹LEYMAN›YE
47176,ﬁAH›NK÷Y
47177,TAVﬁANLI
47178,TOP«UYEN›K÷Y
47179,TUZH›SAR
47180,‹RE–›L
47181,‹ZEY›R
47182,YAKABOYU
47183,YALINCAK
47184,YALNIZA–IL
47185,YARH›SAR
47186,YEN›K÷Y
47187,AK«AKALE
47188,AKKAYA
47189,ALACAHACI
47190,ALTINCA
47191,ARDI«ALAN
47192,ARIK
47193,AﬁA–IBO–AZ
47194,AﬁA–I«ULHA
47195,AﬁA–IﬁEYHL›
47196,ATLICA
47197,AVﬁAR
47198,AYDIN
47199,AYDO–AN
47200,BA–YAZI
47201,BAHADUN
47202,BAHT›YAR
47203,BARDAKLI
47204,BAﬁLICA
47205,BECEK
47206,BE–END›K
47207,BO–ANAK
47208,BO–AZ÷REN
47209,BORULAR
47210,BULGURLUK
47211,CELALDAMI
47212,CER›T
47213,«ALIYURT
47214,«UKURYURT
47215,DA–YURDU
47216,DARISEK›
47217,DEL›CE
47218,DEM›RTAﬁ
47219,DEREK÷Y
47220,DO–AN«AL
47221,EK›NC›K
47222,ERDEMﬁAH
47223,ESK›DERE
47224,ESK›KAPUMAHMUT
47225,ESK›KEﬁL›K
47226,GELENL›
47227,GEL›NTARLA
47228,G÷K«EBEL
47229,G÷KDERE
47230,G÷R‹NMEZKALE
47231,G‹VEN
47232,HAL›LLER
47233,KAPUKAYA
47234,KAPUMAHMUT
47235,KARABO–AZ
47236,KARACAH›SAR
47237,KARACA÷REN
47238,KARA«AYIR
47239,KARAH‹SEY›N
47240,KARAPINAR
47241,KARATAﬁ
47242,KARLIK
47243,KASAPLAR
47244,KAVALCIK
47245,KEMREL›
47246,KER›MO–LU
47247,KEVENL›
47248,KILI«K÷Y
47249,KILI«LAR
47250,KIZILMEZRAA
47251,KIZILTEPE
47252,KO«GED›–›
47253,KORUK÷Y
47254,KOYUNKAYA
47255,K÷RABBAS
47256,KUZK÷Y
47257,MADENK÷Y
47258,ORTAKDARACIK
47259,ORTAK÷Y
47260,P›REDEDE
47261,REF›K
47262,SANDAL
47263,S›NEK
47264,S÷–‹TL‹
47265,TAﬁDELEN
47266,TAﬁLICA
47267,TOKLUCAK
47268,TOPALLAR
47269,TOPTAﬁ
47270,TUZ÷Z‹
47271,T‹RKKEﬁL›K
47272,T‹RKYEN›CE
47273,UYANIK
47274,UZUNTEM‹R
47275,YAKAYER›
47276,YAPRAKLIPINAR
47277,YAZIKAVAK
47278,YAZILI
47279,YEN›KENT
47280,YEN›K÷Y
47281,YONCABAYIRI
47282,YOZYATA–I
47283,YUKARIBO–AZ
47284,YUKARI«ULHA
47285,Y‹N÷REN
47286,Y‹REKTAﬁI
47287,AK«AKALE
47288,AK«AMA–ARA
47289,AK«AﬁEH›R
47290,AKDERE
47291,AKGED›K
47292,AKPINAR
47293,AKTEPE
47294,ALACAHAN
47295,ALACAHAN YEN›K÷Y
47296,ARMA–AN
47297,ARPALI
47298,AﬁA–IH‹Y‹K
47299,AVﬁAR÷REN
47300,BAH«EL›YURT
47301,BEKTAﬁK÷Y
47302,BEYYURDU
47303,BO–AZ
47304,BOZARMUT
47305,BULAK
47306,CEV›ZK÷Y
47307,«A–LICA÷REN
47308,«AMURLU
47309,«ATK÷Y
47310,«AYIROVA
47311,«ET›NKAYA
47312,«›FTL›K÷REN
47313,«›P›L
47314,DA–÷N‹
47315,DAVULBAZ
47316,DAYILI
47317,DEL›GAZ›L›
47318,DEL›KTAﬁ
47319,DEL›O–LANDERES›
47320,DEREK÷Y
47321,DIﬁLIK
47322,D‹ZCE
47323,E–R›CEK
47324,ELAL›BEY
47325,ELKONDU
47326,ETYEMEZ
47327,EYM›R
47328,GEBEL›KATRAN
47329,GEN«AL›
47330,G‹NEYPINAR
47331,G‹R‹KBEK›R
47332,HAMAL
47333,HAMZABEY
47334,HATUN«AYIRI
47335,HAVUZ
47336,HUMARLI
47337,H‹Y‹KL‹YURT
47338,IRMA«
47339,›–DEL›
47340,›–DEL›DERE
47341,›MAMINK÷Y‹
47342,KABAK«EVL›–›
47343,KALKIM
47344,KANGALTEKKES›
47345,KARACA÷REN
47346,KARAG‹C‹K
47347,KARAMEHMETL›
47348,KARANLIK
47349,KARAS‹VER
47350,KAVAK
47351,KAVAK MESC›T
47352,KIRKPINAR
47353,KIZILD›KME
47354,KIZIL›N›ﬁ
47355,K›LL›K
47356,KOCAKURT
47357,KO«K÷PR‹
47358,KURUAYﬁE
47359,KUﬁKAYASI
47360,K‹LEKL›
47361,K‹RK«‹
47362,MAKSUTLU
47363,MANCILIK
47364,MESC›T
47365,MISIR÷REN
47366,M›NAREKAYA
47367,M‹H‹RKULAK
47368,M‹RSEL
47369,O–LAKLI
47370,ONARAN
47371,÷RENC›K
47372,PAﬁAM«AYIRI
47373,PINARG÷Z‹
47374,SA«AYA–I
47375,SARIKADI
47376,SARIPINAR
47377,SE«ENYURDU
47378,S›PAH›
47379,SO–UKPINAR
47380,SULTANPINARI
47381,SUTAﬁI
47382,ﬁEKERPINAR
47383,TAHTALI
47384,TAﬁLI
47385,TAﬁLIK
47386,TATLIPINAR
47387,T›LK›H‹Y‹K
47388,TOPARDI«
47389,TURNALI
47390,YARH›SAR
47391,YAYLACIK
47392,YELL›CE
47393,YEﬁ›LDERE
47394,YEﬁ›LKALE
47395,YEﬁ›LVAD›
47396,YEﬁ›LYURT
47397,YUKARIH‹Y‹K
47398,ZERK
47399,AKSEK›
47400,AKSU
47401,AYDINLAR
47402,BAH«EK÷Y
47403,BALLICA
47404,BOYALI
47405,BOZKUﬁ
47406,«ANDIR
47407,«AYLI
47408,«›«EK÷Z‹
47409,«UKUROBA
47410,DE–›RMENTAﬁ
47411,D›LEKL›
47412,EK›N÷Z‹
47413,G÷KDERE
47414,G÷LC‹K
47415,G‹M‹ﬁL‹
47416,G‹NIﬁIK
47417,G‹ZELYURT
47418,HACI›LYAS
47419,›K›ZYAKA
47420,›SKENDERﬁEYH
47421,KAD›FE
47422,KALEBAﬁI
47423,KARA«AM
47424,KAVACIK
47425,KAYA÷REN
47426,KILI«PINARI
47427,KIZILELMA
47428,KURﬁUNLU
47429,K‹PL‹CE
47430,ORTAK÷Y
47431,ORTASEK›
47432,SARIHARMAN
47433,SARIKAYA
47434,SUG÷Z‹
47435,S‹TL‹CE
47436,TAﬁPINAR
47437,YA–CILAR
47438,YALNIZTEPE
47439,YEN›ARSLAN
47440,YEN›CE
47441,YEﬁ›LYURT
47442,YOL‹ST‹
47443,ACIDERE
47444,ACIPINAR
47445,A–ILKAYA
47446,AK«AHAN
47447,AK«A›N›ﬁ
47448,AK«AMESC›T
47449,AKKO«
47450,AKKUZULU
47451,AK÷REN
47452,AKPINAR
47453,ALAHACI
47454,APA
47455,ARMUTLU
47456,ARPAYAZI
47457,ASARCIK
47458,AﬁA–IYILDIZLI
47459,AYDO–MUﬁ
47460,AYLI
47461,BADEMKAYA
47462,BARCIN
47463,BAﬁIB‹Y‹K
47464,BAﬁS÷–‹T
47465,BED›RL›
47466,BEﬁPINAR
47467,BEﬁTEPE
47468,BEYPINARI
47469,B›NG÷L
47470,BOSTANCIK
47471,BUDAKLI
47472,«ALLI
47473,«ATALKAYA
47474,«AYG÷REN
47475,«AYPINAR
47476,«ELEB›LER
47477,«ELTEK
47478,«ER«›DERES›
47479,«ONGAR
47480,«UKURBELEN
47481,DAMILI
47482,DAMLACIK
47483,DEM›RYAZI
47484,D›KMENC›K
47485,DO–ANCA
47486,D÷RTEYL‹L
47487,DURDULU
47488,D‹ZOVA
47489,EBUHAN
47490,E–R›BUCAK
47491,EM›RHAN
47492,ESK›APARDI
47493,ESK›BO–AZKESEN
47494,ESK›K÷Y
47495,GAZ›BEY
47496,GAZ›K÷Y
47497,G÷ZMEN
47498,G‹LL‹CE
47499,G‹LL‹K
47500,G‹LPINAR
47501,G‹M‹ﬁDERE
47502,G‹ND‹ZK÷Y
47503,G‹NECE
47504,G‹NEL›
47505,G‹NEY
47506,G‹N÷REN
47507,HACIAL›
47508,HANLI
47509,HARMANCIK
47510,HASBEY
47511,HAYDARLI
47512,HAYIRBEY
47513,HAYRANLI
47514,HEREKL›
47515,HIDIRNALI
47516,H›MMETFAKI
47517,HOCABEY
47518,›LK›ND›
47519,›NCEA–A
47520,›NCEYOL
47521,›SMA›LBEY«›FTL›–›
47522,›ﬁHANI
47523,KABASAKAL
47524,KAHYALI
47525,KARABALCIK
47526,KARACA÷REN
47527,KARA«AYIR
47528,KARAG÷MLEK
47529,KARALAR
47530,KARALI
47531,KARAMEHMETO–LU
47532,KARAPINAR
47533,KARAY‹N
47534,KARTALCA
47535,KAVLAK
47536,KAYAD›B›
47537,KE«›L›
47538,KERVANSARAY
47539,KIZILALAN
47540,KIZILCA
47541,KIZILCAKIﬁLA
47542,KIZILKAVRAZ
47543,KIZILOVA
47544,KIZIL÷Z
47545,KIZKAPAN
47546,KOLLUCA
47547,KOYUNCU
47548,K÷KL‹CE
47549,K÷RTUZLA
47550,KULYUSUF
47551,KUMYURT
47552,KURTLAPA
47553,KUﬁLU
47554,KUZ÷REN
47555,MENﬁURLU
47556,MERMER
47557,MESC›TL›
47558,OLUKMAN
47559,ONBAﬁILAR
47560,OVACIK
47561,OZMUﬁ
47562,÷RENC›K
47563,PINARCA
47564,PORSUK
47565,SAKLI
47566,SARIDEM›R
47567,SAVCUN
47568,SERP›NC›K
47569,S›VR›TEPE
47570,SORKUNCUK
47571,S÷–‹T«‹K
47572,ﬁABANK÷Y
47573,ﬁAHBEY
47574,TAHTAKEMENT
47575,TATLICAK
47576,TEPE÷N‹
47577,TOKUﬁ
47578,T÷RN‹K
47579,TUTMA«
47580,ULUKAPI
47581,UZUNTEPE
47582,‹«TEPE
47583,YA–MURLUSEK›
47584,YANALAK
47585,YARAMIﬁ
47586,YASSICABEL
47587,YAVU
47588,YAZIBAﬁI
47589,YEN›APARDI
47590,YEN›BO–AZKESEN
47591,YEN›CE
47592,YEN›KERVANSARAY
47593,YEN›KIZILCAKIﬁLA
47594,YUKARIYILDIZLI
47595,ZENG›
47596,AK«AA–IL
47597,AKINCI
47598,AKSU
47599,AKﬁAR
47600,ARPACI
47601,ARPAYAZI
47602,AﬁA–IAK÷REN
47603,AﬁA–ISARICA
47604,BALKARA
47605,BEYDE–›RMEN›
47606,BOSTANCIK
47607,BOYALICA
47608,B‹Y‹KG‹ZEL
47609,CAM›L›
47610,CEV›ZL›
47611,«AKIRLI
47612,«AMLIDERE
47613,«ATALOLUK
47614,«›TL›CE
47615,«OKRAK
47616,ELMASEK›
47617,ERENCE
47618,ESENYAKA
47619,ESK›MEﬁE
47620,ESK›ﬁAR
47621,ESK›TOPRAK
47622,GELENGE«
47623,G÷K«EKAﬁ
47624,G÷K«EKENT
47625,G÷ZK÷Y
47626,G‹DEL›
47627,G‹M‹ﬁTAﬁ
47628,G‹NEYL›
47629,G‹NG÷REN
47630,G‹NL‹CE
47631,H÷D‹CEK
47632,KALEK÷Y
47633,KARAA–A«
47634,KARAA–A«
47635,KARACA÷REN
47636,KARALAR
47637,KAVﬁIT
47638,KAYADELEN
47639,KEKE«
47640,KEMALL›
47641,KES›KKAﬁ
47642,KIZILTAﬁ
47643,K›Z›RYURDU
47644,KOZ«UKUR
47645,KURUG÷L
47646,KUZDERE
47647,K‹«‹KG‹ZEL
47648,OLUCAK
47649,POLAT
47650,SA–PAZAR
47651,SARAYCIK
47652,SOLAK
47653,S÷K‹N
47654,ﬁARK÷Y
47655,TAKLAK
47656,TAﬁBAYIR
47657,TATARK÷Y
47658,T‹RKMENLER
47659,‹Z‹ML‹
47660,YAMA«
47661,YAYGINS÷–‹T
47662,YELKESEN
47663,YEﬁ›LYAYLA
47664,YONCALI
47665,YUKARIAK÷REN
47666,Y‹REKL›
47667,ABDALLI
47668,AHMETL›
47669,AK«AKIﬁLA
47670,AK«ASU
47671,ALA«AYIR
47672,ALAMAN
47673,ALIK÷REN
47674,ARIKLAR
47675,BA–LARARASI
47676,BAH«EALAN
47677,BALTALAR
47678,BAﬁA–A«
47679,BAﬁ÷REN
47680,BENL›HASAN
47681,BEYYURDU
47682,BOZKURT
47683,BURNUKARA
47684,B‹Y‹KTOPA«
47685,B‹Y‹KY‹RE–›L
47686,CANABDAL
47687,«AMLICA
47688,«ANAK«I
47689,«ATALYOL
47690,«EKEM
47691,«›«EKL›YURT
47692,DEM›RBO–A
47693,DEM›RK÷PR‹
47694,D›K›L›
47695,D÷KMETAﬁ
47696,D÷LL‹K
47697,ELMALI
47698,EMLAKKARACA÷REN
47699,FAKILI
47700,FARAﬁDERES›
47701,GAZ›K÷Y
47702,G‹C‹K
47703,G‹L÷REN
47704,G‹M‹ﬁTEPE
47705,HARDAL
47706,HARUNK÷Y
47707,HOCABEY
47708,H‹Y‹KK÷Y
47709,›–DEC›K
47710,›–DEL›÷REN
47711,›–EC›K
47712,›LYASHACI
47713,KAHVEPINAR
47714,KALEC›K
47715,KALEK÷Y
47716,KAPAKLIPINAR
47717,KARACA÷REN
47718,KARAKUZ
47719,KAVAKK÷Y
47720,KAYAPINAR
47721,KAYMAK
47722,KAZANCIK
47723,KEVENL›
47724,KILI««I
47725,KIﬁLAK÷Y
47726,KIZILCAKIﬁLA
47727,KONAKYAZI
47728,KONALGA
47729,K÷M‹RKAYA
47730,K‹«‹KTOPA«
47731,K‹«‹KY‹RE–›L
47732,K‹MBET
47733,MAKSUTLU
47734,MENGENSOFULAR
47735,MESC›T
47736,MEZRAA
47737,OLUKTAﬁ
47738,ORTAK÷Y
47739,ORTATOPA«
47740,OSMANPINARI
47741,OTLUK
47742,÷RT‹L‹
47743,POLATPAﬁA
47744,SAMANKAYA
47745,SARA«
47746,SARI«›«EK
47747,SARIKAVAK
47748,SARIKAYA
47749,SARITEKKE
47750,S›VR›ALAN
47751,SULTANK÷Y
47752,TAVLADERE
47753,TEMEC›K
47754,U«UK
47755,‹Y‹K
47756,YAHYALI
47757,YALANI
47758,YAPRACIK
47759,YEN›YAPAN
47760,YUNUS÷REN
47761,Y‹KSELEN
47762,ACIYURT
47763,AKKAYA
47764,AﬁA–IADA
47765,BAHAR÷Z‹
47766,BAﬁ«AYIR
47767,BO–AZDERE
47768,BOSTANKAYA
47769,«AVDAR
47770,«EV›RME
47771,DEM›RC›L›K
47772,EK›NC›O–LU
47773,ESK›KARAH›SAR
47774,EZENTERE
47775,G‹M‹ﬁPINAR
47776,G‹NEﬁL›
47777,G‹RPINAR
47778,HACIM›RZA
47779,KAPUKAYA
47780,KARACALAR
47781,KARAG÷L
47782,KARAﬁAR
47783,KARATAﬁ
47784,KAYAPINAR
47785,KAZANPINAR
47786,KERTMEKARACA÷REN
47787,KORUBAﬁI
47788,KOVALI
47789,KURTLUKAYA
47790,KURTO–LU
47791,K‹PEL›
47792,OVACIK
47793,÷RENL›CE
47794,ﬁENYURT
47795,TECER
47796,YA–DONDURAN
47797,YAPALI
47798,YAZICIK
47799,YUKARIADA
47800,AK«AKALE
47801,AK«ALI
47802,AKKOCA
47803,AK÷REN
47804,AKPINAR
47805,AKPINARBELEN›
47806,ALACA
47807,ALTINOLUK
47808,ARSLANDO–MUﬁ
47809,AﬁA–I«AKMAK
47810,AﬁA–IEKEC›K
47811,AVCIPINARI
47812,BAKIRCIO–LU
47813,BANAZ
47814,BAﬁK÷Y
47815,BAYAT
47816,BEDEL
47817,BELC›K
47818,BU–DAY÷REN
47819,B‹Y‹KAK÷REN
47820,C›Z÷Z‹
47821,CUMHUR›YET
47822,«A–LAYAN
47823,«IR«IR
47824,«OBANSARAY
47825,«÷TE
47826,«UBUK
47827,«UKURSARAY
47828,DANA÷REN
47829,DAN›ﬁMENT
47830,DAVULALAN
47831,DEL›KKAYA
47832,DEM›RC›L›K
47833,DEM›ROLUK
47834,DEM›R÷Z‹
47835,DEREK÷Y
47836,D›K›L›TAﬁ
47837,D›REKL›
47838,D›REKL› SARIKAYA
47839,DO–ANLI
47840,EM›RLER
47841,ERENLER
47842,ESEN«AY
47843,EﬁMEBAﬁI
47844,FINDICAK
47845,GEYN›K
47846,G÷K«EL›
47847,G÷KKAYA
47848,HALKA«AYIR
47849,HAMZAﬁEYH
47850,ILICAK÷Y
47851,›–DEC›KLER
47852,›–NEBEY
47853,›NCETAﬁ
47854,›SL›M
47855,KADIK÷Y
47856,KADILI
47857,KALEK÷Y
47858,KALIN
47859,KAMAN
47860,KAPAKLIKAYA
47861,KAPI
47862,KARACA÷REN
47863,KARAKAYA
47864,KARAKO«
47865,KARALAR
47866,KARALEYLEK
47867,KAVAK
47868,KAVAKDERE
47869,KAYALIPINAR
47870,KER›MM‹M›N
47871,KILDIR
47872,KIRKPINAR
47873,KIVﬁAK
47874,KIZILK÷Y
47875,K›LL›K
47876,K›REM›TL›
47877,KONAK÷Z‹
47878,K‹«‹KAK÷REN
47879,K‹MBET
47880,MENTEﬁE
47881,MERKEZ SARIKAYA
47882,MERKEZYEN›K÷Y
47883,MUMCU«›FTL›–›
47884,NALLI
47885,NEVRUZ
47886,NEVRUZYAYLASI
47887,ORTA«AKMAK
47888,ORTAKLAR
47889,SANDAL
47890,SARI«AL
47891,SARIYAR
47892,SEREN
47893,S÷–‹TPINAR
47894,SUBAﬁI
47895,ﬁEYHHAL›L
47896,TATK÷Y
47897,TAYALAN
47898,TOPULYURDU
47899,T÷NGEL
47900,‹Y‹K
47901,‹Y‹KYAYLASI
47902,YA–LIDERE
47903,YAKACIK «AVUﬁLU
47904,YAKUPK÷Y
47905,YASSIKARA
47906,YAVU
47907,YAYLAG÷ZE
47908,YEN›YAPAN
47909,YEﬁ›LALAN
47910,YILANLIKAYA
47911,Y›–›TLER
47912,YOLKAYA
47913,YUKARI«AKMAK
47914,YUKARIEKEC›K
47915,YUSUFO–LAN
47916,YUVALI«AYIR
47917,Y‹CEBACA
47918,ADAMFAKI
47919,A–LIK«AY
47920,AHMETHACI
47921,AKDEDE
47922,AKDE–›RMEN
47923,AK÷REN
47924,AKYAZI
47925,ALI«BEL
47926,ALI«LISEK›
47927,AL›ﬁANA–ILI
47928,AL›ﬁ›R
47929,ARMUT«AYIRI
47930,AﬁA–I«AM÷Z‹
47931,AﬁA–I«AMURCU
47932,AﬁA–IKOVACIK
47933,AﬁA–IMESC›T
47934,ATALAN
47935,ATGE«MEZ
47936,ATKIRAN
47937,AVﬁAR
