MAHALLE_KOY_NO,MAHALLE_KOY_ADI
45635,«›–C›K
45636,«›–DEML›
45637,«UKURK÷PR‹
45638,DE–›RMENDERE
45639,DURMUﬁSOFULAR
45640,ELB›STANLI
45641,ERDO–DU
45642,G÷ZTAﬁI
45643,HACIHAL›LO–LU
45644,HAL›TA–ALAR
45645,HARDALLIK
45646,HARKAﬁTI–I
45647,KABAYAR
45648,KARABACAK
45649,KARAK‹T‹K
45650,KARATEPE
45651,KAYASUYU
45652,KER›ML›
45653,KES›KKEL›
45654,KES›M
45655,KIZYUSUFLU
45656,K›REM›TL›
45657,KO«LU
45658,K÷SEPINARI
45659,K‹MBET
45660,MEC›D›YE
45661,MEHED›NL›
45662,MEZRETL›
45663,NARLIKIﬁLA
45664,ORU«BEY
45665,÷KS‹ZL‹
45666,SARITANIﬁMANLI
45667,SOFULAR
45668,S÷–‹TL‹DERE
45669,ﬁAHAPLI
45670,TAHTA
45671,TATARLI
45672,TEKEL›
45673,TOPRAKTEPE
45674,TOZLU
45675,VAYVAYLI
45676,YALNIZDUT
45677,YEN›G‹N
45678,YEN›K÷Y
45679,YO–UNOLUK
45680,YUKARIBOZKUYU
45681,YUKARI«AYANLI
45682,YUSUF›ZZETT›N
45683,ARSLANLI
45684,BAH«E
45685,«A–ﬁAK
45686,«ARDAK
45687,«ONA
45688,DE–›RMENOCA–I
45689,DEREL›
45690,DEREOBASI
45691,DERV›ﬁL›
45692,HEM›TE
45693,ISSIZCA
45694,KARACALAR
45695,KARATAﬁ
45696,KAYALI
45697,KAZMACA
45698,KESMEBURUN
45699,KIRIKLI
45700,KIRMACILI
45701,KIRMITLI
45702,KO«YURDU
45703,K÷YYER›
45704,KUMARLI
45705,K‹LL‹
45706,NOHUTTEPE
45707,ORHAN›YE
45708,ORU«GAZ›
45709,SAKARCALIK
45710,SAKIZGED›–›
45711,SARPINA–ZI
45712,SEL›M›YE
45713,SERDAR
45714,SER›NOVA
45715,ﬁEKERDERE
45716,TEH«›
45717,YARPUZ
45718,YEN›K÷Y
45719,AK«ATAﬁ
45720,AKDAM
45721,AL›BEYL›
45722,«›«EKL›DERE
45723,ESENL›
45724,GAFARLI
45725,H÷Y‹KK÷Y
45726,KIZIL÷MERL›
45727,K÷SEL›
45728,K‹«‹K«INAR
45729,REﬁAD›YE
45730,YAZIBOYU
45731,YEﬁ›LYAYLA
45732,ASLANPINARI
45733,LALEG÷L‹
45734,SAYH‹Y‹–‹
45735,AKDERE
45736,AKKAYA
45737,ARICILAR
45738,ARMA–AN
45739,AﬁA–IDURAK
45740,BAYIRCIK
45741,BEYAZKAYA
45742,«IRAKLAR
45743,DEREMEZRA
45744,DO–ANAY
45745,DUYGULU
45746,ESK›ARMUTLUK
45747,G‹NDO–AN
45748,G‹NEY
45749,HOﬁDERE
45750,KA«KAR
45751,K›RAZLIK
45752,K÷PR‹K÷Y
45753,KURTULUﬁ
45754,K‹«‹KK÷Y
45755,MANGANEZ
45756,ORTAALAN
45757,÷NDER
45758,÷ZG‹R
45759,PINARLI
45760,P›R›N«L›K
45761,SER›NDERE
45762,SESL›KAYA
45763,S›NANK÷Y
45764,ﬁEH›TL›K
45765,ﬁENDERE
45766,ﬁENYAMA«
45767,ﬁENYURT
45768,YAMA«DERE
45769,YAVUZ
45770,YEN›K÷Y
45771,YEN›YOL
45772,YEﬁ›LTEPE
45773,YUKARIDURAK
45774,YURTSEVER
45775,ZEYT›NL›K
45776,BEH›CE
45777,BO–AZ›«›
45778,«ATK÷Y
45779,«AYIRD‹Z‹
45780,DEREC›K
45781,D›D›
45782,D›KKAYA
45783,G‹LL‹K÷Y
45784,G‹ROLUK
45785,KALE
45786,KOM›LO
45787,K÷PR‹BAﬁI
45788,MEYDANK÷Y
45789,MOLLAVEY›S
45790,ORTAKLAR
45791,ORTANK÷Y
45792,ORTAYAYLA
45793,SIRAK÷Y
45794,ﬁENK÷Y
45795,ﬁENYUVA
45796,TOPLUCA
45797,YAYLAK÷Y
45798,YAZLIK
45799,YOLKIYI
45800,YUKARIﬁ›Mﬁ›RL›
45801,Z›LKALE
45802,ABDULLAHHOCA
45803,AﬁIKLAR
45804,BAﬁK÷Y
45805,BEﬁ›K«›LER
45806,BEYAZSU
45807,BUZLUPINAR
45808,«ATALDERE
45809,«EﬁMEL›
45810,«INARTEPE
45811,«›L›NG›R
45812,«UKURLUHOCA
45813,DEM›RH›SAR
45814,DEREC›K
45815,D‹ZGE«›T
45816,ERDEML›
45817,ERENLER
45818,ESENDA–
45819,GEM›C›LER
45820,G‹RGENL›
45821,G‹RPINAR
45822,G‹ZELTEPE
45823,HAREMTEPE
45824,›NCESU
45825,KA«KAR
45826,KAPTANPAﬁA
45827,KARAA–A«
45828,KEMERK÷Y
45829,KESTANEL›K
45830,K÷PR‹BAﬁI
45831,LAT›FL›
45832,MALTEPE
45833,MUSADA–I
45834,ORMANCIK
45835,ORTAK÷Y
45836,SARISU
45837,SEFALI
45838,SEL›M›YE
45839,SIRTK÷Y
45840,ﬁ›R›NK÷Y
45841,UZUNDERE
45842,YAMA«K÷Y
45843,YANIKDA–
45844,YAVUZLAR
45845,YEN›CE
45846,YEN›H›SAR
45847,YEN›TEPE
45848,YEﬁ›LIRMAK
45849,YEﬁ›LTEPE
45850,YILDIZEL›
45851,ZAFER
45852,BAHATT›NPAﬁA
45853,B‹R‹CEK
45854,«AKMAK«ILAR
45855,«EﬁMEK÷Y
45856,«UKURLU
45857,ESENTEPE
45858,K›RAZDA–I
45859,MALTEPE
45860,SANDIKTAﬁ
45861,UZUNKAYA
45862,ARILI
45863,ASLANDERE
45864,AVCILAR
45865,BEYDERE
45866,CENNET
45867,«A–LAYAN
45868,«INARLI
45869,DERBENT
45870,DO–ANAY
45871,D‹ZK÷Y
45872,G‹RSU
45873,HARAK÷Y
45874,IHLAMURLU
45875,KARAAL›
45876,KIYICIK
45877,MEYVALI
45878,SAATK÷Y
45879,SULAK
45880,S‹MER
45881,TEPEC›K
45882,YAYLACILAR
45883,YEN›K÷Y
45884,YEN›ﬁEH›TL›K
45885,ASMALIIRMAK
45886,BALLIDERE
45887,BAﬁK÷Y
45888,BULUTLU
45889,«AMLICA
45890,DUMANKAYA
45891,G‹RGEN
45892,›SLAH›YE
45893,KIBLEDA–I
45894,ORTAK÷Y
45895,TEPEBAﬁI
45896,YARIMADA
45897,YEN›K÷Y
45898,YEﬁ›LK÷Y
45899,YEﬁ›LYURT
45900,YUKARI›SLAH›YE
45901,Y‹KSEKK÷Y
45902,AKYAMA«
45903,B›LENK÷Y
45904,«AMLITEPE
45905,H›LAL
45906,KANTARLI
45907,LEVENTK÷Y
45908,NURLUCA
45909,YALTKAYA
45910,AYVALIK
45911,BALLIK÷Y
45912,BAﬁK÷Y
45913,BAYIRK÷Y
45914,CEV›ZL›K
45915,«AMLIKK÷Y
45916,«ATALTEPE
45917,«›«EKL›
45918,«›FTEK÷PR‹
45919,DEM›RKAPI
45920,DEREK÷Y
45921,D›KTAﬁ
45922,ESK›CE
45923,G÷LYAYLA
45924,G‹NEYCE
45925,G‹RDERE
45926,G‹VENK÷Y
45927,IHLAMUR
45928,ILICAK÷Y
45929,KAMA
45930,MEﬁEK÷Y
45931,ORTAK÷Y
45932,R‹ZGARLI
45933,S›VR›KAYA
45934,ﬁ›Mﬁ›RL›
45935,TOZK÷Y
45936,TULUMPINAR
45937,YA–CILAR
45938,YERELMA
45939,B‹Y‹K«›FTL›KK÷Y‹
45940,«›FTL›KK÷Y
45941,DEN›ZG÷REN
45942,KALEC›K
45943,K÷ﬁKL‹
45944,TAﬁHANE
45945,YAYLACILAR
45946,«A–LAYAN
45947,«AYIRLI
45948,D‹LGERL›
45949,ESENDERE
45950,ESENTEPE
45951,FINDIKLI
45952,GE«›TL›
45953,HURMALIK
45954,H‹SEY›NHOCA
45955,›NC›K÷Y
45956,KAYABAﬁI
45957,ORMANLI
45958,PINARK÷Y
45959,SEYRANTEPE
45960,SO–UKSU
45961,‹NALAN
45962,YEN›GE«›TL›
45963,YEN›K÷Y
45964,YEﬁ›LK÷Y
45965,YOKUﬁLU
45966,YOLBAﬁI
45967,YUMURTATEPE
45968,AKARSU
45969,AKPINAR
45970,AKTAﬁ
45971,AMBARLIK
45972,AYANE
45973,AZAKLIHOCA
45974,BALIK«ILAR
45975,BEﬁTEPE
45976,BILDIRCINK÷Y
45977,BO–AZ
45978,CAM›DA–I
45979,«AYBAﬁI
45980,«AYCILAR
45981,«›MENL›
45982,DEREBAﬁI
45983,D÷RTYOL
45984,D‹ZK÷Y
45985,ELMALI
45986,ERENK÷Y
45987,G÷LGEL›
45988,G‹ZELK÷Y
45989,G‹ZELYURT
45990,KARASU
45991,KARAYEM›ﬁ
45992,KETENL›
45993,KIRKLARTEPES›
45994,KOCATEPE
45995,K÷PR‹L‹
45996,KURTULUﬁ
45997,K‹«‹K«AYIR
45998,K‹«‹KK÷Y
45999,MELEK
46000,ORTAPAZAR
46001,÷RNEK
46002,PAZARK÷Y
46003,PEKMEZL›
46004,PINARBAﬁI
46005,SEL›M›YE
46006,SO–UK«EﬁME
46007,S÷–‹TL‹
46008,S‹TL‹CE
46009,TAﬁK÷PR‹
46010,TAﬁLIK
46011,TAﬁPINAR
46012,TOPKAYA
46013,TU–LALI
46014,UZUNK÷Y
46015,‹«KAYA
46016,VEL›K÷Y
46017,YEM›ﬁL›K
46018,YEN›DO–AN
46019,YEN›G‹ZEL
46020,YEN›KALE
46021,YEN›KASARCILAR
46022,YEN›SEL›M›YE
46023,YEﬁ›LDERE
46024,YOL‹ST‹
46025,YOLVEREN
46026,Z›NC›RL›K÷PR‹
46027,AKBUCAK
46028,AKMESC›T
46029,AKTAﬁ
46030,AKTEPE
46031,AL«ILI
46032,BALIK«I
46033,BAﬁK÷Y
46034,BO–AZLI
46035,BUCAK
46036,DA–D›B›
46037,DARILI
46038,DEREBAﬁI
46039,DER›NSU
46040,DERNEK
46041,ELMALIK
46042,G‹NEYK÷Y
46043,HAM›D›YE
46044,HANDA–I
46045,HASK÷Y
46046,H›SARLI
46047,IRMAKK÷Y
46048,IRMAKYEN›K÷Y
46049,KAYA–ANTAﬁ
46050,KES›KK÷PR‹
46051,KUZAYCA
46052,MERD›VENL›
46053,ORTAIRMAK
46054,ORTAYOL
46055,÷RNEK
46056,PAPATYA
46057,SESS›ZDERE
46058,S›VR›KALE
46059,S›VR›TEPE
46060,SUBAﬁI
46061,SU«ATI
46062,SULAK
46063,ﬁEH›TL›K
46064,ﬁENDERE
46065,ﬁENTEPE
46066,TEKTAﬁ
46067,TOPLUCA
46068,T‹T‹NC‹LER
46069,U–RAK
46070,YAVUZK÷Y
46071,YEM›ﬁL›
46072,YEﬁ›LK÷Y
46073,Y‹CEH›SAR
46074,ADAKALE
46075,ARDI«DALI
46076,«AMTAﬁI
46077,«AYKAYA
46078,«EL›KL›
46079,«EVR›MTEPE
46080,«UKURCA
46081,DEDEBAKIRI
46082,DEM›RIﬁIK
46083,DER›NCE
46084,D›LEKTEPE
46085,DOKUZ«AVUﬁ
46086,ENG›N
46087,G‹M‹ﬁKAﬁ
46088,G‹NBULDU
46089,G‹NDO–DU
46090,›K›ZLER
46091,KARAKAYA
46092,KASIMLI
46093,MEﬁEL›K
46094,NARLIYURT
46095,OBALI
46096,ORMANPINAR
46097,SARIDANA
46098,SARISALKIM
46099,T‹TENOCAK
46100,ULAﬁTI
46101,‹NL‹CE
46102,YARIMCA
46103,YEﬁ›L«EVRE
46104,AKD›KEN
46105,AKMEﬁE
46106,BA–G÷ZE BUC.MER.
46107,BALLIKAVAK
46108,BAYIRY‹Z‹
46109,BAYRAMLI
46110,B›LG›L›
46111,B›NG÷L
46112,BOZATLI
46113,BOZKUﬁ
46114,B÷L‹KL‹
46115,BUDAMIﬁ
46116,C›NTEPE
46117,«ELT›KSUYU
46118,«ET›NKOL
46119,«IRPILI
46120,«›MENC›K
46121,«›ZMEL›
46122,DADAKLI
46123,DA–D‹ﬁ‹
46124,DALKORUR
46125,DEM›RC›LER
46126,DEM›REMEK
46127,D›KBO–AZ
46128,DO–ANCA
46129,D÷NERD÷VER
46130,EK›NYOLU
46131,ERENKAYA
46132,ERKENT
46133,GED›KAﬁAR
46134,GELENKARDEﬁ
46135,G÷LGEL›KONAK
46136,G÷N‹LALDI
46137,G÷RENDORUK
46138,G‹LBURNU
46139,KARADAYILAR
46140,KAﬁIKYAYLA
46141,KAVAKG÷L‹
46142,KEKL›KTEPE
46143,KILI«KAYA
46144,KUﬁDALI
46145,NARLIDERE
46146,OK«ULAR
46147,ORTAKLI
46148,OYMAKILI«
46149,÷ZL‹PEL›T
46150,PAYAMLI
46151,SALKIMBA–LAR
46152,SAVAﬁK÷Y
46153,T‹NEKPINAR
46154,UFACA
46155,‹Z‹ML‹K
46156,YANIKSES
46157,YANILMAZ
46158,YED›YAPRAK
46159,YELKESEN
46160,YERL›«OBAN
46161,YEﬁ›L÷REN
46162,YOKUﬁLU
46163,A–A«LIPINAR
46164,AK«ALI
46165,AK«EGED›K
46166,AKDAM
46167,AKS÷–‹T
46168,ATALAY
46169,AVCILAR
46170,AYDEM›R
46171,AZIKLI
46172,BA–LICA
46173,BALLIKAYA
46174,BEﬁLER
46175,BEYKENT
46176,BOZH‹Y‹K
46177,B÷L‹KTEPE
46178,«AKILLI
46179,«ALID‹Z‹
46180,«ATTEPE
46181,«AYIRLI
46182,«ELT›KBAﬁI
46183,DEM›RKUYU
46184,DER›NCE
46185,EK›NL›
46186,ERDURA–I
46187,G÷KDO–AN
46188,G÷ZPINAR
46189,G‹RG÷ZE
46190,G‹ZELDERE
46191,›–DEL›
46192,›NC›RL›K
46193,KAPIKAYA
46194,KARABA–
46195,KAYALISU
46196,KILI«LI
46197,KONAKPINAR
46198,SA›PBEYL›
46199,ﬁENK÷Y
46200,TAﬁOLUK
46201,TATLI
46202,TEYLAN
46203,TOSUNBA–I
46204,TOYTEPE
46205,TULUMTAﬁ
46206,T‹T‹NK÷Y
46207,ULUK÷Y
46208,‹«PINAR
46209,YAKITTEPE
46210,YANARSU
46211,YAYIKLI
46212,YELL›CE
46213,YEN›K÷PR‹
46214,YEﬁ›LKONAK
46215,YOLDURA–I
46216,YUVALI
46217,Y‹REKVEREN
46218,AKDO–MUﬁ
46219,AKTAﬁ
46220,AKYAMA«
46221,BA–LICA
46222,BAYRAKTEPE
46223,BEﬁYOL
46224,BOSTANCIK
46225,«A–BAﬁI
46226,DEM›RKAYA
46227,DOLUHARMAN
46228,E–LENCE
46229,EKMEK«›LER
46230,›NKAPI
46231,KALENDER
46232,KAVAK÷Z‹
46233,KAYABO–AZ
46234,KEMERL›
46235,KIﬁLACIK
46236,KO«LU
46237,KONACIK
46238,K÷PR‹BAﬁI
46239,MEﬁEL›DERE
46240,MEYDANDERE
46241,ORMANARDI
46242,PINARCA
46243,PINAROVA
46244,SA–IRSU
46245,SA–LARCA
46246,SARITEPE
46247,TUZKUYUSU
46248,YA–MURTEPE
46249,YAZLICA
46250,YERL›BAH«E
46251,YOKUﬁBA–LARI
46252,ZORKAYA
46253,AﬁA–IBALCILAR
46254,AYVALIBA–
46255,BELENOLUK
46256,BENTK÷Y
46257,«ATK÷Y
46258,«AVUﬁLU
46259,«OBAN÷REN
46260,«UKURK÷Y
46261,DO–ANK÷Y
46262,DOLUSALKIM
46263,D‹–‹NC‹LER
46264,EK›ND‹Z‹
46265,G÷KBUDAK
46266,G÷K«EKORU
46267,G÷LGEL›
46268,G÷ZL‹KUYU
46269,G‹LE«LER
46270,G‹M‹ﬁ÷REN
46271,KARASUNGUR
46272,KARﬁIKAYA
46273,KESK›N
46274,KIﬁLACIK
46275,KOCA«AVUﬁ
46276,KOVANA–ZI
46277,K÷PR‹«AY
46278,MEDRESEK÷Y
46279,NARSUYU
46280,ORMANDALI
46281,PALAMUTLU
46282,SARIDAM
46283,SARIYAPRAK
46284,S÷–‹T÷N‹
46285,TAﬁD›BEK
46286,TOSUNTARLA
46287,TUZCULAR
46288,‹«OYUK
46289,YAPRAKTEPE
46290,YEN›AYDIN
46291,YUKARIBALCILAR
46292,ADIG‹ZEL
46293,AK«AYAR
46294,AKGE«›T
46295,AKYOKUﬁ
46296,BAYINDIR
46297,BELEN«AY
46298,BOYLU
46299,CEV›ZDALI
46300,CEV›ZL›K
46301,«ELT›KYOLU
46302,«INARLI
46303,DALTEPE
46304,DAMLI
46305,DEM›RKAPI
46306,DER›N«AY
46307,D›ﬁL›NAR
46308,DO–RUCA
46309,DURANKAYA
46310,ELMADALI
46311,G÷ZL‹CE
46312,G‹M‹ﬁ
46313,H‹RM‹Z
46314,›K›ZLER
46315,›NCEKAYA
46316,KALKANCIK
46317,KAPILI
46318,KARACA
46319,KASIMLI
46320,KAYAH›SAR
46321,KESMETAﬁ
46322,K›RAZLI
46323,K÷M‹RL‹
46324,MADENK÷Y
46325,MEﬁEC›K
46326,NALLIKAYA
46327,ORMANBA–I
46328,ORMANLI
46329,OTLUK
46330,OYA
46331,÷ZPINAR
46332,P›R›N«L›
46333,SARIDANA
46334,SIR«ALI
46335,SO–ANLI
46336,SO–UKSU
46337,SULUDERE
46338,SULUYAZI
46339,TAﬁLI
46340,TAﬁYAKA
46341,TATLIPAYAM
46342,YA–CILAR
46343,YALKAYA
46344,YAMA«LI
46345,YARIMTEPE
46346,YAYLACI
46347,YAYLADA–
46348,YED›KAPI
46349,YOLBAﬁI
46350,AKYAYLA
46351,FERSAF
46352,HATRANT
46353,›K›ZBA–LAR
46354,S›NEP
46355,TAﬁBALTA
46356,ABD‹LKAD›RK÷Y
46357,A–A«LI
46358,AK«AKESE
46359,AK÷REN
46360,AL›K÷Y
46361,ARMUTLUYAZI
46362,AﬁA–IK÷Y
46363,AVDULLU
46364,AYG÷RD‹
46365,BABA«AY
46366,BABAK÷Y
46367,BAH«EL›
46368,BAKIRLI
46369,BAKIRLIZAV›YE
46370,BELPINAR
46371,B‹Y‹KD‹Z
46372,B‹Y‹KPINAR
46373,«AMYAYLA
46374,«AYBAﬁI
46375,«AYLIO–LU
46376,DAVUTLU
46377,DEDEA–A«
46378,DEREK÷Y
46379,D›BEKL›
46380,DO–ANLI
46381,DOLAY
46382,ERDEML›
46383,ER›KL›
46384,FINDIKLI
46385,G÷LDA–I
46386,G÷LK÷Y
46387,G‹LPINAR
46388,G‹RS÷K‹
46389,HACILI
46390,HACIO–LU
46391,HAT›P
46392,H‹SEY›NBEY
46393,›NALTI
46394,KALDIRAYAK
46395,KARAKESTANE
46396,KARAPINAR
46397,KESTANEL›K
46398,KIZILCAKAYA
46399,KOZCU–AZ
46400,KOZS÷K‹
46401,K÷SEYAKASI
46402,KURTK÷Y
46403,K‹T‹KK÷Y
46404,MADEN
46405,MESTAN
46406,MUSTAFAKEMALPAﬁA
46407,ORTALIK
46408,OTMANLI
46409,÷MERD‹Z
46410,PAZARCIK
46411,SOFU
46412,S÷K‹«AYIRI
46413,SULUS÷K‹
46414,TARAK«I
46415,TEPEC›K
46416,TEVF›K›YE
46417,TOPA–A«
46418,T‹RKMEN
46419,UZUN«AM
46420,‹NL‹CE
46421,YARENLER
46422,YEM›ﬁEN
46423,YEN›CE
46424,YEN›G‹LER
46425,YEﬁ›LYURT
46426,ZAV›YE
46427,AK«AKESE
46428,AKY‹R‹K
46429,AL›BEYL›
46430,ARDI«
46431,ARIO–LU
46432,AﬁA–I SEYR›CEK
46433,AﬁIKLI
46434,AYDO–AN
46435,BA–LICA
46436,BAYAMCA
46437,BEKTAﬁ
46438,BENG‹BELEN
46439,BEN›ﬁL›
46440,B›NERL›
46441,BOYALI
46442,B÷L‹KL‹
46443,B‹R‹M
46444,B‹Y‹KKARAA–A«
46445,CEMALETT›NK÷Y
46446,«ALTI
46447,«ARﬁAK
46448,«ATPINAR
46449,«ATTEPE
46450,«AYBAﬁI
46451,«EﬁN›G›R
46452,«ORAK
46453,«UKURHAN
46454,«ULHALI
46455,«URKUﬁLAR
46456,DA–TABAKLI
46457,DARI÷Z‹
46458,DAYLI
46459,DERE«ATI
46460,DODURGA
46461,DO–RUL
46462,DO–UCA
46463,D‹ZKARAA–A«
46464,ED›L
46465,E–LENCE
46466,EK›N÷REN
46467,EM›RO–LU
46468,ENG›LEK›N
46469,ERKE«
46470,ESENGAZ›L›
46471,ESENTEPE
46472,GAZ›DERE
46473,GAZ›DERETABAKLI
46474,G÷K«EA–A«SAKIZI
46475,G÷K«UKUR
46476,G÷VE
46477,G‹NPINAR
46478,HACIAHMETL›
46479,HAMZALI
46480,ILICAK÷Y
46481,›MAMLI
46482,›SAO–LU
46483,KADINLI
46484,KARACA÷REN
46485,KARAMUSALI
46486,KARTALO–LU
46487,KAVACIK
46488,KAVAK
46489,KAYABO–AZI
46490,KESEK÷Y
46491,KILI«LI
46492,K›LL›K
46493,KO«AK
46494,KOVA«AYIR
46495,KOZANLI
46496,KOZKULE
46497,K÷PR‹CEK
46498,KURTLU
46499,KURUSARAY
46500,KUYUCAKPINAR
46501,KUZVEREN
46502,MAHMUTLU
46503,MARUF
46504,MARUFALINCA
46505,MURATLI
46506,O–LAK«ILAR
46507,OK«UMEHMETL›
46508,OSMANK÷Y
46509,÷MERK÷Y
46510,÷REN
46511,PAﬁALIO–LU
46512,PEHL›VANLAR
46513,P›REFEND›DERES›
46514,SALAR
46515,SARIA–A««AYI
46516,SARIYAR
46517,ﬁEYHLER
46518,ﬁEYHL›
46519,TAﬁHANLI
46520,TEKKE
46521,TIRNALI
46522,UZUN«AY
46523,YABANLI
46524,YAYLACIK
46525,YAZIK÷Y
46526,YEN›CAM›L›
46527,YEN›KAYALI
46528,YEN›K÷Y
46529,YEN›MEHMETL›
46530,YEﬁ›L«AM
46531,YEﬁ›LK÷Y
46532,YEﬁ›LYURT
46533,YUKARI SEYR›CEK
46534,AK«AKESE
46535,BUCAK
46536,B‹Y‹KDA–
46537,B‹Y‹KKIZIK
46538,«ANAK«I
46539,«EV›KL›
46540,«UKURCAALAN
46541,DA–K÷Y
46542,DUDAﬁ
46543,DUMANLI
46544,G÷LL‹
46545,G÷R‹MCEK
46546,KADIK÷Y
46547,KARAA–A«
46548,KARAKOYUN
46549,KER›M
46550,KUZALAN
46551,K‹«‹KKIZIK
46552,K‹PL‹CE
46553,SARAYK÷Y
46554,ﬁEYHH‹SEY›N
46555,‹«PINAR
46556,YAKUPLU
46557,YAYKIN
46558,YAYLABEY›
46559,YEN›K÷Y
46560,YUKARI«EKMEZ
46561,YUMAKLI
46562,AKBEL
46563,AK«AALAN
46564,AK«AB‹K
46565,AKPINAR
46566,ALPAﬁALI
46567,ALPU–AN
46568,AﬁA–IALINCA
46569,AﬁA–IKARACA÷REN
46570,AYVACIK
46571,BAﬁA–A«
46572,BAYAT
46573,BEYARDI«
46574,BEYB‹K‹
46575,BOYAB‹K‹
46576,BOYALICA
46577,CEV›ZL›BA–
46578,«ALTUCAK
46579,«AMLICA
46580,«AMPAﬁASAKIZI
46581,«ANDA–I
46582,«AYA–ZI
46583,«ER«›LER
46584,«ORAKY‹Z‹
46585,«÷VE
46586,DA–DELEN
46587,DEREL›
46588,EM›RTOLU
46589,ERDUASI
46590,ERENK÷Y
46591,G÷K«EBELEN
46592,G÷KDO–AN
46593,G÷LALAN
46594,G÷LGER›ﬁ›
46595,G‹NG÷REN
46596,G‹RPINAR
46597,HACIMAHMUTLU
46598,HACIO–LAN
46599,›NC›R
46600,KAPLANGI
46601,KARAG‹NEY
46602,KARATAﬁ
46603,KAVAKLI
46604,KEMERBAH«E
46605,KILI«ASLAN
46606,KIZILCAPEL›T
46607,K›RENC›K
46608,K÷KLEN
46609,K÷SEL›
46610,KUZ
46611,KUZULUK
46612,OLUCAK
46613,OLUKBAﬁI
46614,ORTAK÷Y
46615,SALARKOLU
46616,SARIKADI
46617,SARIYAR
46618,SARNIKALINCASI
46619,SOFULAR
46620,ULUPINAR
46621,UZUN÷Z
46622,YA–BASAN
46623,YALNIZKAVAK
46624,YANALAK
46625,YASSIALAN
46626,YEM›ﬁEN
46627,YEN›K÷Y
46628,YEﬁ›LKENT
46629,YEﬁ›LYURT
46630,YUKARIKARACA÷REN
46631,ABDURRAHMANPAﬁA
46632,AHMETMUH›PDIRANAS
46633,AK«A«AM
46634,AK«AS÷–‹T
46635,AVLA–IS÷K‹
46636,AYDINLAR
46637,BALIFAKI
46638,BAﬁARAN
46639,«AYIRK÷Y
46640,DA–YER›
46641,DE–›RMENC›L›
46642,DEREK÷Y
46643,EM›RHAL›L
46644,G÷K«EBEL
46645,G‹M‹ﬁSUYU
46646,G‹VEN
46647,HACILAR
46648,HAM›D›YE
46649,HASANDERE
46650,H›MMETO–LU
46651,HORZUM
46652,H‹RREMﬁAH
46653,›NC›RPINAR
46654,›NES÷K‹
46655,KALDIRAYAK
46656,KARACAK÷Y
46657,KAZMAS÷K‹
46658,KIZILCAELMA
46659,KIZILCAOT
46660,K›RAZLIK
46661,KURCALI
46662,MESC›TD‹Z‹
46663,MEYDAN
46664,ORMANTEPE
46665,SALI
46666,SARIBO–A
46667,SELBEY›
46668,SO–UCALI
46669,SORGUN
46670,ﬁEREF›YE
46671,TATLICA
46672,TEKKE
46673,TOMBUL
46674,VEYSEL
46675,YEN›«AM
46676,YEN›K÷Y
46677,ABDALO–LU
46678,ACISU
46679,AKG‹NEY
46680,AKKIRA«
46681,BAﬁS÷K‹
46682,BEL÷REN
46683,BOLALI
46684,BOYALI
46685,BOYALICA
46686,«A–LAYAN
46687,«AKALLI
46688,«E«E
46689,«IRNIK
46690,G‹RS÷K‹
46691,G‹ZELYURT
46692,HACISELL›
46693,HIDIRLI
46694,H›ZAR«AYI
46695,KABANLAR
46696,KAHRAMANEL›
46697,KARLI
46698,KIZILCALI
46699,K›REN«UKURU
46700,KUZS÷K‹
46701,MAHMUTTIRI
46702,P›RAHMET
46703,SARIMSAK
46704,SARIYER
46705,SARNI«K÷Y
46706,SAZAK
46707,SORKUN
46708,ﬁEYHL›
46709,TATLICAK
46710,TOKUﬁLAR
46711,T‹RKMENL›O–LU
46712,YAKAD›B›
46713,YAMACIK
46714,YAYKIL
46715,YEN›KENT
46716,YUVALI
46717,ABALI
46718,AHMETYER›
46719,AKBAﬁ
46720,ALAS÷K‹
46721,ALO–LU
46722,ALTINYAYLA
46723,AVDAN
46724,BEKTAﬁA–A
46725,«AKILDAK
46726,«›FTL›KK÷Y
46727,«OBANLAR
46728,DEM›RC›K÷Y
46729,D›BEKL›
46730,D›ZDARO–LU
46731,ER›KL›
46732,EYM›R
46733,F›DANLIK
46734,G÷LLER
46735,G÷LL‹
46736,HACIO–LU
46737,KABALI
46738,KARAPINAR
46739,KILI«LI
46740,K›REN«UKURU
46741,KOZCU–AZ
46742,LALA
46743,MELEKﬁAH
46744,MERTO–LU
46745,O–UZEL›
46746,SARIKUM
46747,SAZLI
46748,S›NECAN
46749,ﬁAMLIO–LU
46750,TANGALO–LU
46751,TAﬁMANLI
46752,TAYPAKLI
46753,TEPEALTI
46754,TINGIRO–LU
46755,T‹RKMEN
46756,UZUNG‹RGEN
46757,YALIK÷Y
46758,AKBELEN
46759,ARIM
46760,ASARCIKCAM›L›
46761,ASARCIKHACIK÷Y
46762,ASARCIKKAYALI
46763,ASARCIKKAZAKLI
46764,AﬁA–I AKPINAR
46765,AVLUCA
46766,BAH«EK÷Y
46767,BAHﬁAﬁLI
46768,BAﬁEK›N
46769,CUMAKAYALI
46770,CUMAK÷Y
46771,CUMATABAKLI
46772,«ALPINAR
46773,«AMPAﬁALI
46774,«ORMAN
46775,G÷YN‹K÷REN
46776,HACI«AY
46777,HANO–LU
46778,KARA«AYG÷LET›
46779,KORUCUK
46780,TEPEK÷Y
46781,ULUK÷Y
46782,YALMANSARAY
